Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
2011,March,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Routine monitoring,5-Mar-11,2,0.30,0.18,0.08,0.00,Sampling methodology does not meet requirements outlined in licence conditions,1
2011,March,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Pre-treatment,19-Mar-11,3,0.43,0.20,0.36,0.07,In-feed treatment,1
2011,March,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,5-Mar-11,3,0.08,0.05,0.00,0.02,,2
2011,March,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,16-Mar-11,3,0.10,0.02,0.00,0.00,,2
2011,March,1145,Marine Harvest Canada,Potts Bay,50.64920,-126.61820,Broughton Archipelago,Routine monitoring,13-Mar-11,2,0.03,0.00,0.00,0.10,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2011,March,1145,Marine Harvest Canada,Potts Bay,50.64920,-126.61820,Broughton Archipelago,Routine monitoring,27-Mar-11,2,0.00,0.00,0.00,0.08,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2011,March,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2011,March,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2011,March,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,13-Mar-11,3,0.03,0.00,0.17,0.05,,2
2011,March,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,27-Mar-11,3,0.12,0.00,0.47,0.07,,2
2011,March,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.56810,Broughton Archipelago,Routine monitoring,9-Mar-11,3,0.10,0.00,0.70,0.27,,1
2011,March,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.56810,Broughton Archipelago,Routine monitoring,20-Mar-11,3,0.13,0.02,0.57,0.68,,1
2011,March,1335,Mainstream Canada,Wehlis Bay,50.86410,-126.92374,Broughton Archipelago,Routine monitoring,1-Mar-11,3,0.08,0.00,0.22,0.05,,1
2011,March,1335,Mainstream Canada,Wehlis Bay,50.86410,-126.92374,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not performed (health management action),1
2011,March,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,13-Mar-11,3,0.08,0.03,2.58,0.42,,1
2011,March,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Routine monitoring,27-Mar-11,3,0.28,0.08,1.42,0.98,,1
2011,March,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,6-Mar-11,3,0.25,0.15,0.08,0.02,,2
2011,March,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.41990,Central Coast,Routine monitoring,16-Mar-11,3,0.07,0.07,0.10,0.00,,2
2011,March,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,15-Mar-11,3,0.07,0.03,0.45,0.27,,1
2011,March,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Routine monitoring,26-Mar-11,3,0.13,0.08,0.13,0.38,,1
2011,March,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,6-Mar-11,3,0.48,0.28,0.27,0.02,,2
2011,March,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Routine monitoring,17-Mar-11,3,0.28,0.15,0.23,0.00,,2
2011,March,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Central Coast,Routine monitoring,18-Mar-11,3,0.05,0.03,0.30,0.00,,1
2011,March,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Central Coast,Routine monitoring,n/a,0,,,,,Count(s) not performed,1
2011,March,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.36020,Central Coast,Routine monitoring,12-Mar-11,3,0.52,0.13,1.82,0.60,,1
2011,March,884,Marine Harvest Canada,Lochalsh Bay,52.53399,-128.36020,Central Coast,Routine monitoring,25-Mar-11,3,0.43,0.23,1.53,0.72,,1
2011,March,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,19-Mar-11,3,0.05,0.05,0.22,0.00,,2
2011,March,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Routine monitoring,26-Mar-11,3,0.18,0.05,0.80,0.00,,2
2011,March,227,Mainstream Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2011,March,520,Mainstream Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2011,March,1148,Mainstream Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Routine monitoring,4-Mar-11,3,0.40,0.30,0.20,0.50,,2
2011,March,1148,Mainstream Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Routine monitoring,20-Mar-11,3,0.55,0.43,0.33,0.85,,2
2011,March,753,Mainstream Canada,Cormorant,49.25719,-125.92440,Clayoquot Sound,Routine monitoring,1-Mar-11,3,0.03,0.00,0.08,0.02,,1
2011,March,753,Mainstream Canada,Cormorant,49.25719,-125.92440,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2011,March,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2011,March,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Follow-up,6-Mar-11,3,0.08,0.05,0.00,0.00,,2
2011,March,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Post in-feed treatment,19-Mar-11,3,0.00,0.00,0.00,0.00,,2
2011,March,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,1-Mar-11,3,0.42,0.12,0.08,0.02,,2
2011,March,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Routine monitoring,19-Mar-11,3,0.25,0.10,0.05,0.07,,2
2011,March,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Follow-up,5-Mar-11,3,0.30,0.02,7.03,0.03,,2
2011,March,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Post in-feed treatment,16-Mar-11,3,0.02,0.00,0.02,0.00,,2
2011,March,526,Mainstream Canada,Rant Point,49.25670,-125.84153,Clayoquot Sound,Routine monitoring,3-Mar-11,3,0.25,0.08,0.08,0.08,,2
2011,March,526,Mainstream Canada,Rant Point,49.25670,-125.84153,Clayoquot Sound,Routine monitoring,19-Mar-11,3,0.65,0.28,0.00,0.08,,2
2011,March,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Follow-up,16-Mar-11,3,0.30,0.12,1.67,0.00,,1
2011,March,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Follow-up,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),1
2011,March,1472,Mainstream Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (transferring),1
2011,March,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2011,March,377,Marine Harvest Canada,Bickley Bay,50.45308,-125.39642,Discovery Islands,Routine monitoring,9-Mar-11,3,0.03,0.02,0.00,0.00,,1
2011,March,377,Marine Harvest Canada,Bickley Bay,50.45308,-125.39642,Discovery Islands,Routine monitoring,23-Mar-11,3,0.00,0.00,0.20,0.07,,1
2011,March,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,Discovery Islands,Routine monitoring,1-Mar-11,3,0.05,0.00,0.00,0.00,,1
2011,March,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,Discovery Islands,Routine monitoring,7-Mar-11,3,0.08,0.07,0.25,0.05,,1
2011,March,388,Marine Harvest Canada,Brougham Point,50.37192,-125.37990,Discovery Islands,Routine monitoring,21-Mar-11,3,0.00,0.00,0.37,0.00,,1
2011,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,16-Mar-11,3,0.62,0.27,0.38,0.45,,2
2011,March,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Routine monitoring,23-Mar-11,3,1.27,0.20,0.07,0.30,,2
2011,March,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,Discovery Islands,Follow-up,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),1
2011,March,137,Grieg Seafood BC,Conville Bay,50.18057,-125.14933,Discovery Islands,Follow-up,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),1
2011,March,1164,Marine Harvest Canada,Far Side,50.48576,-125.27429,Discovery Islands,Routine monitoring,7-Mar-11,3,0.60,0.50,0.13,0.00,,2
2011,March,1164,Marine Harvest Canada,Far Side,50.48576,-125.27429,Discovery Islands,Routine monitoring,19-Mar-11,3,0.08,0.05,0.22,0.03,,2
2011,March,553,Marine Harvest Canada,Frederick Arm,50.46975,-125.26153,Discovery Islands,Routine monitoring,3-Mar-11,3,0.20,0.20,0.00,0.00,,2
2011,March,553,Marine Harvest Canada,Frederick Arm,50.46975,-125.26153,Discovery Islands,Routine monitoring,20-Mar-11,3,0.12,0.08,0.00,0.00,,2
2011,March,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,3-Mar-11,3,0.33,0.05,1.83,0.63,,1
2011,March,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Routine monitoring,20-Mar-11,3,0.62,0.15,2.60,1.05,,1
2011,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,11-Mar-11,3,0.23,0.03,0.13,0.15,,2
2011,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,Routine monitoring,23-Mar-11,3,0.82,0.30,1.55,0.88,,2
2011,March,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,5-Mar-11,2,0.48,0.15,0.00,0.00,,2
2011,March,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Routine monitoring,22-Mar-11,3,0.20,0.10,0.00,0.00,,2
2011,March,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,3-Mar-11,3,0.32,0.22,0.00,0.03,,2
2011,March,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Routine monitoring,18-Mar-11,3,0.15,0.07,0.00,0.07,,2
2011,March,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,6-Mar-11,3,0.33,0.15,0.17,0.08,,2
2011,March,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,Routine monitoring,16-Mar-11,3,0.47,0.35,0.05,0.00,,2
2011,March,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Routine monitoring,10-Mar-11,3,1.88,0.32,3.23,1.50,,1
2011,March,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Discovery Islands,Threshold exceedance,24-Mar-11,3,3.12,0.47,2.33,1.40,Management action planned (In-feed treatment),1
2011,March,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,Discovery Islands,Routine monitoring,1-Mar-11,3,0.03,0.02,0.22,0.03,,2
2011,March,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,Discovery Islands,Routine monitoring,15-Mar-11,3,0.08,0.02,0.40,0.28,,2
2011,March,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Pre-treatment,21-Mar-11,4,1.41,0.62,0.10,0.00,In-feed treatment,2
2011,March,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Routine monitoring,6-Mar-11,2,0.60,0.28,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions,2
2011,March,1079,Grieg Seafood BC,Steamer,49.88680,-126.79110,Esperanza Inlet,Pre-treatment,18-Mar-11,3,1.18,0.48,0.00,0.00,In-feed treatment,2
2011,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,13-Mar-11,2,0.38,0.07,0.22,0.00,Sampling methodology does not meet requirements outlined in licence conditions,1
2011,March,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Routine monitoring,20-Mar-11,3,0.39,0.23,0.03,0.00,,1
2011,March,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,18-Mar-11,2,0.03,0.00,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions,1
2011,March,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Routine monitoring,25-Mar-11,3,0.18,0.00,0.00,0.00,,1
2011,March,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,26-Mar-11,3,0.45,0.19,0.01,0.04,,2
2011,March,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Routine monitoring,n/a,0,,,,,Count(s) not performed,2
2011,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,5-Mar-11,3,0.88,0.37,0.00,0.00,,2
2011,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Routine monitoring,21-Mar-11,3,0.75,0.43,0.00,0.00,,2
2011,March,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2011,March,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Routine monitoring,n/a,0,,,,,Fallow,n/a
2011,March,1293,Marine Harvest Canada,Duncan Island,50.81950,-127.55568,Port Hardy,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2011,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,5-Mar-11,3,1.35,0.25,0.48,0.67,,1
2011,March,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Routine monitoring,28-Mar-11,4,0.83,0.18,0.70,0.34,,1
2011,March,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,Port Hardy,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2011,March,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,18-Mar-11,3,0.00,0.00,0.03,0.08,,1
2011,March,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Routine monitoring,30-Mar-11,3,0.02,0.00,0.05,0.13,,1
2011,March,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Routine monitoring,15-Mar-11,3,0.07,0.00,0.02,0.00,,1
2011,March,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.50040,Port Hardy,Routine monitoring,22-Mar-11,3,0.13,0.02,0.00,0.00,,1
2011,March,1376,Marine Harvest Canada,Cleagh Creek,50.48224,-127.73243,Quatsino Sound,Follow-up,1-Mar-11,3,0.57,0.10,0.50,0.02,,1
2011,March,1376,Marine Harvest Canada,Cleagh Creek,50.48224,-127.73243,Quatsino Sound,Follow-up,15-Mar-11,3,0.35,0.03,0.40,0.00,,1
2011,March,1376,Marine Harvest Canada,Cleagh Creek,50.48224,-127.73243,Quatsino Sound,Post in-feed treatment,28-Mar-11,3,0.05,0.03,0.02,0.00,,1
2011,March,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,6-Mar-11,3,0.13,0.08,0.15,0.02,,2
2011,March,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
2011,March,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,Routine monitoring,14-Mar-11,3,1.72,0.58,1.62,0.10,,2
2011,March,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,Routine monitoring,28-Mar-11,3,1.07,0.58,1.07,0.08,,2
2011,March,1238,Marine Harvest Canada,Mahatta West,50.46914,-127.83577,Quatsino Sound,Routine monitoring,9-Mar-11,2,0.48,0.23,1.03,0.03,Sampling methodology does not meet requirements outlined in licence conditions (extenuating circumstances),2
2011,March,1238,Marine Harvest Canada,Mahatta West,50.46914,-127.83577,Quatsino Sound,Routine monitoring,28-Mar-11,3,0.78,0.38,0.72,0.23,,2
2011,March,1237,Marine Harvest Canada,Monday Rocks,50.48562,-127.87618,Quatsino Sound,Routine monitoring,n/a,0,,,,,Fallow,n/a
2011,March,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Routine monitoring,14-Mar-11,2,0.43,0.23,0.00,7.90,Sampling methodology does not meet requirements outlined in licence conditions,2
2011,March,1698,Grieg Seafood BC,Ahlstrom,49.77930,-124.15395,Sunshine Coast,Pre-treatment,31-Mar-11,3,0.44,0.32,0.35,5.07,In-feed treatment,2
2011,March,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Routine monitoring,8-Mar-11,2,0.45,0.18,0.00,0.55,Sampling methodology does not meet requirements outlined in licence conditions,2
2011,March,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Pre-treatment,22-Mar-11,3,0.20,0.12,0.00,0.57,In-feed treatment,2
2011,March,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2011,March,746,Grieg Seafood BC,Site 13,49.62910,-123.84265,Sunshine Coast,Routine monitoring,14-Mar-11,2,0.13,0.02,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (<4 pens),1
2011,April,466,Marine Harvest Canada,Arrow Pass,50.70973,-126.66200,Broughton Archipelago,Routine monitoring,7-Apr-11,3,0.17,0.03,0.23,0.12,,1
2011,April,466,Marine Harvest Canada,Arrow Pass,50.70973,-126.66200,Broughton Archipelago,Routine monitoring,15-Apr-11,3,0.30,0.22,0.80,0.68,,1
2011,April,1144,Mainstream Canada,Burdwood,50.79690,-126.49581,Broughton Archipelago,Routine monitoring,4-Apr-11,3,0.12,0.13,0.08,0.00,,2
2011,April,1144,Mainstream Canada,Burdwood,50.79690,-126.49581,Broughton Archipelago,Routine monitoring,17-Apr-11,3,0.03,0.03,0.37,0.00,,2
2011,April,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),Brood
2011,April,458,Mainstream Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,17-Apr-11,2,0.80,0.45,0.00,0.00,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2011,April,458,Mainstream Canada,Cypress Harbour,50.83772,-126.66313,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),Brood
2011,April,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,3-Apr-11,3,0.02,0.00,0.22,0.02,,1
2011,April,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,14-Apr-11,4,0.01,0.00,1.65,0.03,,2
2011,April,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Routine monitoring,30-Apr-11,3,0.00,0.00,1.60,0.00,,2
2011,April,869,Mainstream Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,3-Apr-11,3,0.07,0.03,0.03,0.02,,2
2011,April,869,Mainstream Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Routine monitoring,18-Apr-11,3,0.00,0.00,0.00,0.00,,2
2011,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Follow-up,9-Apr-11,2,0.38,0.08,0.00,0.55,Sampling methodology does not meet requirements outlined in licence conditions,1
2011,April,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Follow-up,18-Apr-11,3,0.07,0.03,0.00,0.01,,1
2011,April,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,2-Apr-11,3,0.02,0.02,0.00,0.00,,2
2011,April,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Routine monitoring,18-Apr-11,3,0.05,0.03,0.00,0.03,,2
2011,April,1145,Marine Harvest Canada,Potts Bay,50.64920,-126.61820,Broughton Archipelago,Routine monitoring,5-Apr-11,2,0.00,0.00,5.60,0.00,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2011,April,1145,Marine Harvest Canada,Potts Bay,50.64920,-126.61820,Broughton Archipelago,Routine monitoring,20-Apr-11,2,0.00,0.00,3.28,0.00,Sampling methodology does not meet requirements outlined in licence conditions (broodstock in spawning year),Brood
2011,April,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
2011,April,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
2011,April,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,8-Apr-11,3,0.07,0.00,0.42,0.22,,2
2011,April,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Routine monitoring,23-Apr-11,3,0.00,0.00,0.37,0.20,,2
